species	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
Escherichia phage rv5	0	0.0596354170039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia sp. 3_2_53FAA	0	0	0	0	4.81914442057e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ethanoligenens harbinense	0	0	0	0.298025934481	0.223124654932	0.0987124155004	0.000276477419123	0.000502295063641	0	0	0	0.000974816844935	0.111702542073	0	0	0	0	0	0	0	0	0	0.0385229829612	0	0
Eubacterium limosum	0	0	0	0.121227179734	0.0210454972191	0	0	0	0	0	0	0.000679409226539	0	0.0120926566711	0	0	0	0	0	0	0	0	0.000114739371424	0	0
Exiguobacterium antarcticum	0	0	0	0	0.00148233867047	0.0185865966322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000879475045131	0.000969964812755	0
Exiguobacterium sibiricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00179643554498	0
Exiguobacterium sp. AT1b	0	0	0	0	0	0	0	0.000503748588997	0	0	0	0	0	0	0	0	0.000725799058451	0	0	0	0	0	0	0	0
Ferrimonas balearica	0	0	0	0	0.000229515280959	0.0105241308682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fervidobacterium nodosum	0	0	0	0.000818615639662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00330376918615	0	0
Filifactor alocis	0	0	0.0156214746032	0.176810287478	0.0125881022018	0	0	0	0	0	0.0030561902072	0	0	0	0.0192992392606	0	0.00338266302817	0	0.326761289327	0	0	0	0.0818221238649	0	0
Finegoldia magna	6.64004113704e-05	0	0	0.0594250305374	0	0	0	0.0289043001041	0	0	0	0.00295238487579	0	0.015764656382	0.000551702828031	0	0.00109592647576	0	0.00894635618412	0.0835379781009	0.00166783832356	0.000645661784381	0.0722972869436	0	0
Flavobacteria bacterium BAL38	0	0	0	0	8.74720545889e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00062472004897
Flavobacteria bacterium MS024-3C	0	0	0	0.00631751469084	0.0113429066745	0.00562285986783	0	0	0	0	0	0	0.00165514301515	0	0	0	0	0	0	0	0	0	0.000980624124503	0.00180253531273	0
Flavobacteriaceae bacterium 3519-10	0	0	0	0	0	0	0.000901487728107	0	0	0	0	0	0	0	0.000395971707893	0	0	0	0	0	0	0	0	0	0
Flavobacterium branchiophilum	0	0	0	0	6.89062515894e-05	0	0	0	0	0	0.00165620442119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium columnare	0	0	0	0.00151348732562	0	0	0.00157815882406	0	0	0	0	0	0.00317218159116	0	0	0	0	0	0	0	0	0	0	0	0.000554504351568
Flavobacterium indicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000428574657653	0	0	0
Flavobacterium johnsoniae	4.32747655801e-05	0	0	0.00601865553643	4.02719779976e-05	0.000199634622218	0.00027286232275	0	0	0.00156708473641	0.000967961926113	0	0	0	0.000539337258464	0	0.000357120990313	0.00235302701188	0	0	0	0	8.12377638568e-05	0.000895963709764	0
Flexibacter litoralis	0	0	0	0	0	0	0.000253632754083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fonticula alba	0	0.000525334959741	0.000481927525686	0	7.84539413266e-06	3.88908708162e-05	3.98672831402e-05	0	0.000487569919664	0.0048845467276	0.00037713781112	0.00121823786013	8.01353195501e-05	0.000667173846868	7.00456177134e-05	0.000288501791514	0	0	0.000283963128953	0.000311946991862	0	0	1.58259491488e-05	0.000174542914978	0.000112062647431
Francisella tularensis	0	0	0	0	0	0	0	0.000767628631682	0	0	0	0	0.00127394451501	0	0	0	0	0.00364363833507	0	0	0	0	0	0	0
Frankia sp. EAN1pec	0	0.000457611049232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000912249584517	0
Frankia sp. EuI1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123489964556	0	0	0	0	0	0	0	0
Frateuria aurantia	0	0	0	0	0.00020441456099	0.00439103427862	0	0	0	0	0	0	0.000347992420534	0	0	0	0	0	0	0.00135464847942	0	0	0	0.000757963053139	0
Fusarium graminearum	0	0	0.000206307407494	0	0	3.3297432936e-05	0	0.000248049845263	0	0	0.000161448184495	0	0	0	0	0	0	0	0.000243122435784	0	9.06489541378e-05	0	0	0	0
Fusarium oxysporum	2.283359267115e-05	0.000200688537347	0.000245474697477	0	7.99226293854e-06	1.98094614634e-05	2.03068070331e-05	0.0001048560701514	0.00052939015521	0.000392879366246	9.60494941227e-05	0.0002034968505089	2.04088709145e-05	0.003273137708881	3.56784493546e-05	0.00146951328195	3.5436611229e-05	0.000233487545379	0.00144639514158	0	0.000161787874201	4.17547456779e-05	0	0.000177810425707	2.85401258597e-05
Fusarium verticillioides	3.1507066032e-06	0	0.000180112214463	0	0	0	0	0	0	0	0	0	0	0	0	0.000215645273518	0	8.56584390978e-05	0.000212252777672	0	0	0	0	0	0
Fusobacterium nucleatum	94.7267304333281	2.90773161511534	0.0775705080246	0.5031641250858	0.172734967970623	0.1164611897501	0.00167399809159	0.169421474808522	0.40260501738503	0.0256373185486	0.0938009566738	0.0118045194667	0	1.97512916006514	2.49368948058387	0.371495369589	0.11487850338209	0.75690893907458	7.5998536286021	2.9895178618279	0.15565887746356	8.07303608028213	17.4429599735735	0.0781752477546	0.0415646201078
Gaeumannomyces graminis	0	0	0	0	0	0	9.50227002264e-06	3.45268220522e-05	0	0	0	6.70070844307e-05	0	0	0	0	0	0	0	0	0	0	1.13162295244e-05	0	0
Gallibacterium anatis	0	0	0.0027991553996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gallionella capsiferriformans	0	0	0	0	0.123369380467	0	0	0.0783677166481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gardnerella vaginalis	0	0	0	0	0.000568851185625	0.000729988747671	0	0	0.00441906936392	0.0114604792647	0.0068363452292	0	0	0.01917005093321	0.000634855496269	0	0.08513388133637	0	0	0	0	0	0.0014852797787	0	0
Geitlerinema sp. PCC 7407	0	0	0.00161100937985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella haemolysans	0	0	0	0.557846239241	0.069962232329	0.0298539481984	0.000651137773028	0.0031545750601	0.00398165070052	0	0.0585167140471	0	0.127610038025	0	0.303739829127	0.00942398875692	0.0204529490762	0.0655093093018	0.222617570914	0	0	0.407015243174	2.69697454616	0.0285074567427	0
Gemmata obscuriglobus	0	0	0	0	0.000214396294403	0.00278984120189	0	0.000164944237014	0.00916035100482	0	0	0	0	0	0	0	0	0	0	0	0	0.000140011390014	0	0	0
Gemmatimonas aurantiaca	0	0	0	0	0	0.00026248785594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000213629542003	0	0
Geobacillus kaustophilus	0	0	0	0	0.0177008025836	0.000338786499616	0	0	0.00424732341895	0	0	0	0.0031413397865	0	0.000610182007769	0.00753959811353	0.00060604603001	0	0	0	0	0.000714100388681	0.000275726297853	0	0
Geobacillus sp. G11MC16	0	0.0208691586508	0.0233991749999	0.00270016828457	0.00256255157102	0.0127029771129	0.00105583005205	0.0102303852974	0.021521028987	0.0377301425043	0.00998797518616	0.0239906967835	0.0127336410129	0.0353383597766	0.000927530826918	0.0356560043373	0.00491330012539	0.0141632488678	0.0451222328095	0.017899886721	0.0130853056702	0.00108549599231	0.000419128453141	0.0177196928211	0.00197854985426
Geobacillus sp. WCH70	0	0.00117141956743	0	0	0.000349881462513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000944356285202	0	0	0	0
Geobacillus sp. Y412MC61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029883305917	0	0	0	0	0	0	0	0.00823715556006	0	0
Geobacillus thermodenitrificans	0	0	0	0.00397972685523	0.00108883493753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137276773969	0	0
Geobacillus thermoglucosidasius	0	0	0	0.00119843485883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000124016504561	0	0
Geobacillus thermoleovorans group	0	0.00114281788565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00988377069873	0	0	0	0	0	0
Geobacter bemidjiensis	0	0.000890606299658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacter lovleyi	0	0	0	0	6.14620373605e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacter sp. M21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000313095129342	0	0
Geobacter sulfurreducens	0	0	0	0	0	0.000983083687809	0	0.000406861122015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacter uraniireducens	0	0	0	0.000310615365924	4.78029000745e-05	0	0	0	0	0	0	0.000570989626916	0	0	0	0	0	0	0.00173022041324	0	0	0	0	0	0
Geodermatophilus obscurus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000673842770788	0	0.000917129478956	0	0	0	0.00307895489001	0
Gimesia maris	0	0	0	0	3.15676510339e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000627593312309	0	0	0	0	0
Glaciecola sp. 4H-3-7+YE-5	0	0	0	0	0	0.000676996126567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gluconobacter oxydans	0	0	0	0	0.00257356570605	0.00797348496127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00429421695673	0
Gordonia bronchialis	0	0	0	0	0	0.000230083927679	7.86201739917e-05	0	0	0	0	0.00221762110488	0	0	0	0.0034136353309	0	0.000677980716488	0	0	0	0.000242487558346	0	0	0
Gordonia polyisoprenivorans	0	0	0	0	0	0	0	0	0	0	0	0	0.00193107584766	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia sp. KTR9	0	0	0	0	0	0	0	0	0	0	0	0	0.000213054342078	0	0.000186229032107	0	0.000369933443281	0	0	0.00331747157122	0	0	8.41523363879e-05	0	0
Gottschalkia acidurici	0	0	0	0.0102658062251	0	0	0	0	0	0	0	0	0.000403435012815	0	0.00317375276653	0	0	0	0	0	0	0	0	0	0
Gracilaria tenuistipitata	0	0	0	0.0173527034405	0.117503588496	0.11914446301	0	0	0	0	0.128375977429	0	0.0818330833223	0	0	0	0	0	0	0	0	0	0.035016022261	0	0
Granulicatella elegans	0	0	0	0.0576504416769	0.00234853772123	0	0	0.00080303577511	0.0729776177401	0	0.0125441240575	0.00623388806561	0.00732988112169	0	0.00232981390985	0	0	0	0.0850050499068	0.00778184058297	0	0.46624825143	0.475595993186	0	0.0177049519384
Granulicella mallensis	0	0	0	0	0	0	0	0	0	0	0	0	0.000201035766246	0	0	0	0	0	0	0	0	0	0	0	0
Granulicella tundricola	0	0	0.00137015545996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000602029568208	0	0	0	0
Grimontia hollisae	0	0	0	0	0	0.00243259917153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guillardia theta	0	0	0	0	0	0	0	0	0	0	0	0	0.00186385023471	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus influenzae	0	0.00204795455939	0.0236344312975	0.04605287295854	0.01879718276813	0.000657527260013	0	0.025259036061	0.125448320957	0	0.0183248614797	0.00146127765873	0.0647882238033	0	0.002230516023687	0	0.0101307032191	0.0107219550377	0.0044752234039	0	0.01218588070504	0	0.024932366059773	0.0217738996066	0
Haemophilus parainfluenzae	6.32143052583e-05	0	0	0.513749682195	0.122126793723	0.207633058463	0.000199293998854	0.0210001046197	0.19376780239	0.0228914406734	0.0820100192715	0.0126482396294	0.223529966422	0.0350191736356	0.0120802979388	0.00432660601715	0.00208668077048	0.029216385333	0	0.0233910459436	0.00317562011231	0.0835965952518	0.041059599099	0.0274846593966	0.00336116404775
Halanaerobium hydrogeniformans	0	0	0	0	0	0	0	0	0	0	0	0.0123457603332	0	0	0	0	0	0	0	0	0	0	0	0	0
Halanaerobium praevalens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00384843376049	0	0	0	0	0	0
Haliscomenobacter hydrossis	0	0	0	0.000363770419817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halobacillus halophilus	0	0	0	0	0.00217858683159	0.00116752460756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00320694797004	0	0
Halobacterium salinarum	0	0	0	0	0	0	0	0	0	0	0	0.00146577353364	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomonas elongata	0	0	0	0	6.04568332469e-05	0.000299694171129	0	0	0	0	0	0	0.000308762540754	0	0	0	0	0	0	0	0	0	0	0	0
Halorhodospira halophila	0	0	0	0	0.000458348880321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloterrigena turkmenica	0	0	0.00193917046996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halothermothrix orenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000844529738212	0	0	0	0	0	0	0	0
Halothiobacillus neapolitanus	0	0	0	0	0.000380246120097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helicobacter pylori	0	0.00677644431502	0.00828869271851	0.0052606452405	0.00134933278876	0.00200665739496	0.000685679156841	0	0.0083857365008	0.0105011917603	0.0129728196141	0.0112821296847	0.0013782508868	0.0229495046943	0.00361415298293	0.0347336850419	0.00717931056394	0.00985491853709	0.0146516830467	0.0107303800767	0.0182097515361	0.00211483460426	0.00217752956587	0.00750492818598	0.00192737040379
Heliobacterium modesticaldum	0	0	0	0.00674402984188	0.00878213532525	0	0	0	0	0	0	0.00667543318607	0	0	0	0	0	0	0	0	0	0	0.0114345950289	0	0
Hemiselmis andersenii	0	0	0.0119244396239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00567106949597	0	0	0	0	0	0	0
Herbaspirillum seropedicae	0	0.00447265059716	0	0	0.00160307808654	0.00044148410674	0.000377140177028	0	0.00138370757673	0	0	0.00159568589131	0.000227421430964	0	0.000397574370517	0.00163751740506	0.000394879504504	0.00715498656137	0	0	0	0	8.98270580811e-05	0.000990694233501	0.00413439194021
Herminiimonas arsenicoxydans	0	0	0	0.00093182859094	0.00630986426258	0.00248810260558	0	0.00264788094068	0.00222807336466	0	0	0.00599527844567	0	0	0.000960273196792	0	0	0	0	0	0	0.00112381462308	0	0.00159523549001	0
Herpetosiphon aurantiacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00402522467631	0
Hippea maritima	0	0	0	0	0.000144906012664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Histophilus somni	0	0	0	0	0	0	0	0	0	0	0	0	0.00221564537285	0	0	0	0	0	0	0	0	0.00056662682029	0	0	0
Histoplasma capsulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108700780497	0	0	0	0
Human herpesvirus 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129662800442	0	0.0143093234564	0	0	0.0320806179005	0	0.00843029484231	0	0	0.0576225940136
Human herpesvirus 4	0	0	0	0	0	0	0	0.0351047898087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human herpesvirus 5	0	0	0	0	0	0	0	0.00641570170323	0	0.121687250699	0	0	0	0	0.148908843496	0	0	0.0152264361356	0	0	0	0	0.00210275805066	0	0.178674124515
Human mastadenovirus C	0.0257678509083	0	0	0	0	0.0339634103979	0	0	0	0	0	0	0	0	0.305854306042	0	0	0	0	0	0	0.035794349234	0	0.152428385609	0.440389562459
Human mastadenovirus D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0784402075686	0
Hyaloperonospora arabidopsidis	0	0.000100187676046	9.19093578788e-05	0.000349996706962	3.59090576208e-05	2.96678216002e-05	0.000319333095407	0.000405186811674	0.00037194172027	0.000116442703865	0	0.000500408607264	3.05655326608e-05	0.000254476105186	0.00016030247047	0.000110041502059	0.000212287862949	0	0.000433241389252	5.9492031864e-05	0.000323070791046	0.000781679721595	0.000277674240801	0	0.000320575358907
Hydrogenivirga sp. 128-5-R1-1	0	0	0	0	0.000484885516033	0.000400609148201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyphomicrobium denitrificans	0	0	0	0.00263058066729	0	0	0	0	0	0	0	0	0.000689193049852	0	0	0	0	0	0	0	0	0	0.000544435797943	0	0.000481889871977
Hyphomicrobium sp. MC1	0	0	0	0	0	0	0	0	0	0	0	0	0.00131788617084	0	0	0	0.000457658045618	0.00150772675473	0	0	0.00139297597868	0	0	0.00114819630175	0
Hyphomonas neptunium	0	0	0	0.00215306955531	0.000795244383355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Idiomarina loihiensis	0	0	0	0	0	0	0	0.000532237978765	0	0	0	0	0	0	0.00154415965603	0	0	0	0	0	0	0	0	0	0
Ignavibacterium album	0	0	0	0	0	0	0	0	0	0	0	0	0.000342710330649	0	0	0	0	0	0	0	0	0	0.000135363939299	0	0
Ilyobacter polytropus	4.21159415327e-05	0	0.233535792301	0	7.83871269095e-05	0.000388577498434	0	0	0	0	0	0.00749046376338	0.000400335366031	0	0.00699859641506	0	0	0	0	0	0	0.000409525383949	0.000158124711572	0	0
Intrasporangium calvum	0	0	0	0	0	0	0.00051672736815	0.000375509301401	0	0	0	0	0	0	0	0	0	0	0.00220829976941	0	0	0	0	0	0
Isoptericola variabilis	0	0.0012426253768	0	0	0	0	0	0	0	0.028884722049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jannaschia sp. CCS1	0	0	0	0.00362265175382	0	0	0	0	0.00173240743214	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000787246857292	0	0
Janthinobacterium sp. Marseille	0	0	0	0.00737503332137	0.0103344602171	0	0	0	0	0.00232450890494	0	0	0	0	0	0	0.000529729441451	0.000872580804917	0	0	0	0	0	0.00132901276712	0
Jonesia denitrificans	0	0	0	0	0.000446481283479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kangiella koreensis	0	0	0	0	8.60893445008e-05	0	0	0.000529857711703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ketogulonicigenium vulgare	0	0	0	0	0	0	0	0	0	0.00291547775032	0	0	0.00038264797811	0	0	0	0	0	0	0	0	0	0	0	0
Kineococcus radiotolerans	0	0	0	0	0	0.000245557248579	0	0	0	0	0	0.000591689456972	0	0	0	0	0	0	0.00537883594635	0	0.000668505221032	0	0	0.0088165221424	0
Kitasatospora setae	0	0	0	0	0.00019568225727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella oxytoca	2.04499239851e-05	0.4545781105071	0.070142000988	0	0	0.0247169072354	0	0	0.00245983251452	0.00444324954392	0	0.00540012179301	0	0.16345776489	0.0180107585217	0	0.010177929549751	0.01899183366484	0.00413293306773	0.0269641587912	0.005650248674	0.00139195132933	0.00679838488379	0.00465736289123	0.000271835421576
Klebsiella pneumoniae	0	0.131681360301	0.0203810442124	0	0.0347132228461	0.2070355518387	0.0022841603288	0.041373188089765	0.0125706971013	0.0151326931947	0.00540194339067	0.00877673838819	0.000873379295971	0.08126661234922	0.01964554196442	0.0281000685675	0.00330997264106	0.030177342099835	0	0.00268090858234	0.00970576203547	0.005130024748479	0.00091947906522	0.00479602961449	0.000307921851669
Klebsiella variicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00328526412085	0	0	0	0	9.07384435485e-05	0	0
Kocuria rhizophila	0	0.00152371481567	0.0559125257021	0	0	0.000451206187278	0	0	0	0.0247930356389	0.00218774882463	0	0	0.0077404532575	0.000812658997874	0	0.00322860230648	0.00265910876279	0	0.00180958165601	0	0	0	0.0030375320042	0
Komagataeibacter medellinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000619755933125	0	0	0	0	0	0	0	0
Kribbella flavida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144612680509	0	0	0	0	0	0	0	0	0.000360352576261	0
Kyrpidia tusciae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000146331016029	0	0
Kytococcus sedentarius	4.73677617449e-05	0.00147585143391	0	0	0	0	0.000149335037636	0	0.0164370731867	0	0	0	0	0	0.000393565756188	0	0.000781796123284	0	0	0	0.00118977829668	0	0.000355685443143	0	0
Labrenzia aggregata	0	0	0	0	0.000748417812743	0	0	0.000460631860955	0	0	0	0	0	0	0	0	0	0	0	0	0.000505008939559	0	0	0	0
Labrenzia alexandrii	0	0	0	0	8.92538637673e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Laccaria bicolor	0	0.000760254672894	0.000116239377882	9.83659950215e-05	2.64919756282e-05	0.000112564243908	1.92317223776e-05	0	0.000823202136845	0.000883602786605	0.00018192886774	0.000316437773789	1.93283827845e-05	0.000321840396182	3.37895579414e-05	0.000835028513027	0.000234923662609	0.000552815571155	0.00095887397935	0.000225721850279	0.000510741623998	7.90883249655e-05	1.52686732788e-05	0.000420991928649	2.70291521586e-05
Lachancea kluyveri	9.148196347e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnoclostridium phytofermentans	0	0.00169580276891	0	0.0437727801852	0.0129158793486	0.0170736200707	0	0.00187044485168	0	0	0	0	0.0142274051714	0	0.0291682058928	0	0	0	0	0	0	0.0026461830209	0.0693758908558	0	0.00180871408119
Lacinutrix sp. 5H-3-7-4	0	0	0	0	0.000148980934854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus acidophilus	0	0.0391738154926	0	0.00988701150839	0.00046818014028	0	0	0	0	0	0	0.010297996523	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus amylovorus	0	0	0.0319145405276	0	0	0	0	0	0	0	0	0	0	0.0158416263019	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus brevis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000423288882794	0	0
Lactobacillus casei group	0	0	0.0232093982584	0.00982031904826	0	0	0	0	0	0	0.0100904310642	0.00200580343434	0	0.0071401715884	0.000356170132832	0	0	0	0	0	0.00883932584404	0	0	0.0017750424721	0
Lactobacillus coleohominis	0	0	0	0	0	0	0	0	0	0	0	0	0.000735553961722	0	0	0	0	0	0	0	0	0	0.00639165033633	0	0
Lactobacillus crispatus	0	0	0	0	0	0	0.000545990676394	0	0	0.00935248377493	0	0	0.00109746975158	0.03708956677521	0.00191857840221	0	0	0	0	0.0149526246798	0	0.00125566423155	0	0	0
Lactobacillus delbrueckii	0	0.0570592643461	0.0161060200802	0	0.0271793915265	0	0.00117046813995	0.0127588076606	0	0.0179257459766	0	0	0.000588175510284	0	0.00565531264995	0	0	0.00168225445596	0	0	0	0	0.0534331235409	0.0128110636683	0
Lactobacillus fermentum	0	0.0997997879774	0	0	0.00198722397718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00157887491974	0	0.017228229148	0.00130142828845	0
Lactobacillus gasseri	0	0	0	0	0	0	0.000456972024566	0	0	0	0	0	0	0	0	0	0	0	0	0.113379944475	0	0	0	0	0
Lactobacillus helveticus	0	0	0	0.00920030649768	0.010855258893	0.00643395389983	0	0.00145241997297	0	0	0	0	0	0	0	0	0	0.00344703993164	0	0	0	0	0.000238016660716	0	0
Lactobacillus jensenii	0	0	0	0	0	0.000754018202313	0	0	0	0	0	0	0	0	0.00130742094429	0	0	0	0	0	0	0.00317866675298	0.00029337415279	0	0
Lactobacillus johnsonii	0	0	0.408727702218	0	0.02548573851777	0	0	0.29576570432	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000718587527925	0	0	0
Lactobacillus plantarum	0	0	0	0	0.005047331769	0	0	0	0	0	0	0	0.00509784787793	0	0.00463892320525	0	0	0	0	0	0	0	0	0	0
Lactobacillus reuteri	0	0	0.0325500260662	0.055887904254103	0	0	0	0.067185059926631	0	0	0	0	0	0	0	0	0	0	0	0.0670191188302	0	0	0	0	0
Lactobacillus ruminis	0	0	0	0.000771989470592	0.00914815281816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0117433976026	0	0
Lactobacillus sakei	0	0.0218091299383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus salivarius	0	0	0	0.01793791966071	0.00873819264216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00718782385869	0	0
Lactobacillus sanfranciscensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050401938327	0	0
Lactococcus garvieae	0	0	0.0268789021101	0	0	0.0193481727631	0	0	0.00779714816664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus lactis	0.000559671713834	0.00318984539535	0.0477019446961	0.00378441777326	0	0.01828378657494	0.000821844544267	0.0263023251307	0	0.0341396642283	0	0.01579327084145	0.2521512475602	0.01633921709545	0.04219695038713	0.0354417283406	0.02773534104198	0.0194836396839	0.0137938427671	0.02460746076324	0.00768307836838	0.00608550266972	0.00459687102413	0.0286153669947	0.00693258571745
Lactococcus phage 712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117939037356	0	0	0	0	0	0	0
Lactococcus phage P008	0	0	0	0	0	0	0	0	0	0.671940013436	0	0	0	0	0	0	0	0.126117382586	0	0	0	0	0	0	0
Lactococcus phage P335 sensu lato	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133752161891	0	0	0	0	0
Lactococcus phage SK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038661425578	0	0	0.126504395823	0	0	0	0	0	0	0
Lactococcus phage bIBB29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122805208902	0	0	0	0	0	0	0
Lactococcus phage bIL170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113304041385	0	0	0	0	0.0156471930183	0	0
Lactococcus phage bIL67	0	0	0	0	0	0	0	0	0.345309220146	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0224166665672	0	0
Lactococcus phage c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.473001592068	0	0	0	0	0	0	0	0	0	0	0
Lactococcus phage jj50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0400720241495	0	0	0.131120028004	0	0	0	0	0	0	0
Lactococcus phage phiLC3	0	0	0	0.0497453723927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Laribacter hongkongensis	0	0	0	0.168134900747	0.246514738108	0.220054491383	0.000131227040127	0	0	0	0	0	0	0	0	0	0	0.00113163578978	0.00280407677544	0.00154020579762	0	0	0.060635845678	0.00172357494444	0
