species	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
16SrX (Apple proliferation group)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228109724229	0	0	0	0	0	0	0	0	0	0.00416181750125	0	0	0	0	0	0	0	0	0	0.00252470711903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254705554739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16SrXII (Stolbur group)	0	0	0	0	0	0.00259942949193	0	0	0	0	0	0	0	0	0	0.00478035442564	0	0	0	0.00134117012243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00682277946316	0	0	0	0	0	0	0.00197005090577	0	0	0	0	0.00219588168771	0	0	0	0	0	0	0	0	0	0.0169954704202	0	0	0	0	0.00170063553132	0	0	0	0	0.00792227372245	0	0.00141669520688	0	0	0	0	0	0	0	0	0.0137819800194	0	0	0	0	0	0	0	0
Acaryochloris marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181751095377	0	0	0	0	0	0	0	0.000281841631091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209792167841	0	0	0	0	0	0	0	0
Acetobacterium woodii	0	0	0	0	0	0	0	0	0	0.000730352589596	0	0	0	0	0	0	0	0	0.00253958948171	0	0	0	0	0	0	0	0	0.000619360946761	0	0	0	0	0	0	0	0	0	0	0.00057588289805	0	0	0	0	0	0.000433958197379	0	0	0	0	0	0	0	0.000676547191576	0	0	0	0	0	0	0	0.000313592464836	0	0.00708713720686	0	0	0	0	0	0	0.000290849982071	0	0	0	0.000283908117913	0.00265336650241	0.000343578519737	0.00039478737711	0	0	0	0	0	0	0	0	0.000247908737191	0	0	0
Acetohalobium arabaticum	0	0	0	0.000448594412623	0	0	0	0	0	0	0	0	0	0.000315304952732	0.000400990891744	0	0	0	0	0	0	0.0051823241804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000163442240434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000506867302492	0	0	0	0.000511111370141	0.00647691731857	0	0	0	0	0	0	0	0	0	0	0	0	0.00121809667446	0	0	0
Acholeplasma laidlawii	0	0	0	0	0	0	0	0.00232916863668	0	0	0	0	0.00669643098489	0	0	0	0	0	0	0.00399116264036	0	0	0	0	0	0.00568175905238	0	0.00334694762852	0	0	0	0	0	0	0	0	0	0	0.00233399834541	0	0	0.0175663446928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000919572671682	0	0	0	0.00273252165146	0	0	0	0	0	0.000785858119436	0	0.000843183260335	0	0	0	0	0	0	0	0	0.00117181520063	0	0.00528802099651	0	0.000785027292123	0	0	0	0.00142650457629
Achromobacter xylosoxidans	0.00129943922692	0	0	0.00165594168636	0.000507110284253	0.000157356851742	0	0.000118449437467	0.00360180064791	0	0.000252995381582	0	0.000454061001686	0	0	0	0	0	0	0	0.00131827966859	0.00313036930099	0	0.000672125162397	0	0	0	0	0	0.00060050302811	0.000577695669239	0.00193632726789	0.000178126612258	0.000949595180669	0	0.00015187720618	0	0.00289112580222	0	0	0	0	0	0.00713027291714	0.000238514650439	0.000320233720148	0	0.00125245140592	0	0.00159513630317	0.000126940850071	0	0	0.000140676099467	0	0	0.000609707092851	0	0.0040042440561	0	0	0	0	0	0	0.000307611026737	0	0	0	0	0	0	0.0047093281007	0	0	0	0.000216985354391	0	0.00216456466805	0.0029592491416	0	0.00120068491656	0	0	0.00255503467623	0	0	0.00824032686772	0
Acidaminococcus fermentans	0.00718304485586	0.0317286325588	0.044908428793	0.0313841843652	0.0083295265855	0.0124262539126	0.0142783661939	0.00561227338808	0.00934553209704	0.0031699637993	0.0966968931241	0.0651215224346	0.0200796803719	0.0103610921733	0.00340045902332	0.0262035098291	0.00634446951654	0.00471494132617	0.011757472522	0.0107709828236	0.0968155391314	0.00659202542396	0.00525548751049	0.00530767986048	0.00169079382787	0.00365081166731	0.00196849933061	0.161293474513	0.00423511990972	0.00227620306939	0.00273718989318	0.0183490917789	0.0483884617591	0.0359943474676	0.0183367051741	0.00191896541562	0.000352504890093	0.0150031118446	0.000999806375965	0.000364611901694	0.0090030734734	0.0727400343369	0.0302192228963	0.000346503282693	0.0210953943503	0.155776642193	0.0391551325036	0.00395617451948	0.00140968013758	0.0948941738271	0.000400973765655	0.0127493499575	0.00313219324308	0.00177743965979	0.0267388075409	0.00868479305299	0.01583525329	0.053266074397	0.796145603565	0.0159535169319	0.00435549306096	0.00141077634941	0.062639445289	0.00210693663727	0.0318683440513	0.0228341220691	0.000819625876486	0.0166559351359	0.00297389860184	0.0070693388276	0.00987413822196	0.00216714806533	0.496615057143	0.00591480971091	0.0579113374106	0.0262458354242	0.0047978097055	0.00997850352199	0.00431829957172	0.00467375660064	0.0301179727402	0.00108361639544	0.0951388328942	0.00164295166208	0.0479197979407	0.0193680575726	0.00970634986255	0.227320725058	0.0549959915857
Acidaminococcus intestini	0.000960979331752	0.00495226200678	0.00256441035208	0	0.000900060565186	0.0004654828917	0.000955111312739	0.107569572733	0.146120426267	0	0.000748394623442	0	0	0.183419273174	0.0011941869537	0.102722841684	0	0.00165581216552	0.00344086396325	0	0.00487456238328	0.00205779035667	0.00218742916845	0.00198823731355	0	0	0.00460870371295	0.0261819744695	0.0687466133928	0.00177636933444	0.00142408506347	0.00052071986002	0	0.144946011417	0.00274754487032	0.000449273357551	0.0016505879078	0.00122176313064	0.00280892837634	0	0	0.00117448917109	0.000764865508097	0.000162248565764	0.0056444692669	0.00473647370369	0.0373006349624	0.0975629192698	0.00033003811498	0.000786438225002	0.0450609884311	0.00208943853327	0.00219995258386	0	0.00113821122219	0.00147876884939	0.000601198735079	0	0.00460642643764	0	0	0.00660589526099	0.00942770303799	0.00723479807339	0.00487255682712	0.0059147081699	0.00038378604061	0.00050316547695	0	0.00236441809803	0.34711963525	0.00101475709744	0.00321480708634	0.00646235892709	0.00123257804283	0.0351926348118	0.00192561624931	0	0	0.0153192549722	0.000705130099035	0	0	0	0.000944767352294	0	0.00136348608166	0.00487520071287	0.0214596830757
Acidaminococcus sp. D21	0.051786466939	0.0866651850817	0.144747719706	0.0633345787469	0.0316690169012	0.0372388891322	0.0488171383786	3.79630171963	4.86648654353	0.0362836520574	0.046567098943	0.110399357653	0.0865606998611	4.19738819281	0.0296337332577	4.54900474011	0.0396105225059	0.242854132165	0.0604066966476	0.117948471739	0.17981843498	0.0743096106412	0.161020206272	0.0651704519931	0.0228716771449	0.099530165661	0.0553048274179	0.136505256331	3.2408817478	0.0331591237959	0.222475273393	0.0601724892736	0.039226736092	3.83341782172	0.0339629425423	0.0653946858669	0.0139383943803	0.0794151532646	0.142528093192	0.0827087277159	0.0291082449891	0.330164241523	0.0569403820101	0.00991525877107	0.0509573669812	0.284190389606	1.30798988919	5.09453032136	0.0143017506568	0.0812658458349	0.703874201307	0.0819198238925	0.0281106998422	0.153972483327	0.0189703183636	0.126517766301	0.0184814223913	0.0459085266321	0.0943227181261	0.130344448897	0.0679817892834	0.0491775607212	0.599419836628	0.754543507447	0.109633287576	0.0237601032879	0.0882714004227	0.0637347349678	0.0580218316476	0.058848146721	14.7633563624	0.0676509414944	0.253614314746	0.330300631758	0.0362928269524	2.66150022518	0.161182327807	0.099793675586	0.0134802525197	0.0626148486324	0.119872946689	0.0186047362424	0.0589267573988	0.0233642257534	0.0225695985489	0.0783746488682	0.166649452545	0.390018757039	1.53652394522
Acidimicrobium ferrooxidans	0	0	0	0	0	0	0.000550491112309	0	0	0	0	0	0	0	0.000458857025827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00135386491933	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000852308100521	0	0	0	0	0	0	0	0	0	0	0.00044240038112	0.00058001223394	0	0	0	0	0	0	0	0	0.000739903029679	0	0	0	0.000812822227867	0	0	0	0	0	0	0	0
Acidiphilium cryptum	0	0.000388588676336	0	0	0	0	0	0	0.000238867035874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00589814599293	0	0	0	0	0	0	0	0.00049367499289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000672682572741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidiphilium multivorum	0	0	0.00121092058157	0.00105140142987	0	0	0	0	0	0	0	0	0	0	0	0.00168423495552	0	0	0.00121858802398	0	0	0.000607308394846	0	0	0.000311538023469	0	0	0	0	0	0.000336228153161	0	0	0	0	0	0	0	0	0	0	0.00346622837912	0.00180585643233	0	0	0	0	0	0	0	0	0	0	0	0	0.00174569529565	0	0	0	0	0.000601892589036	0	0	0.000388214615365	0.000719010237338	0.00080565550018	0	0	0	0.000558241885121	0	0	0.0012650328705	0	0.00145506560528	0	0	0	0	0.0012917478786	0	0	0	0.00060544568477	0	0	0	0.00383680201422	0
Acidithiobacillus caldus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00086880898598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000583066245731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus ferrivorans	0	0	0	0	0	0	0	0.00054352147927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000357449288194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059322674761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus ferrooxidans	0	0	0.000442257628465	0	0	0	0	0	0	0	0	0	0.000560203957473	0	0	0	0	0	0	0	0	0	0	0.0012858410878	0	0	0	0.00260500233843	0	0	0	0	0	0	0.00028648290135	0	0	0	0	0	0	0	0	0	0	0	0.000545157547185	0.000343384225435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000903277516941	0	0	0	0	0	0	0	0	0	0	0.000385040967198	0	0.000465966970302	0.00332091342192	0.000433052268805	0	0	0	0	0	0	0	0	0	0	0.001456209782492
Acidobacterium capsulatum	0	0	0	0	0	0	0	0	0	0	0	0	0.000404799247304	0	0	0.00034397901094	0	0.000332680417516	0	0	0.000587628771904	0.00186050058196	0.000659236775947	0	0	0.000412154795823	0	0	0	0.000214141424064	0.000171673535208	0.000313864043364	0.000317602781561	0	0	0	0	0.00147283614726	0	0	0	0.000707923681095	0.000461022902011	0	0	0	0	0.000744380724938	0	0.00142207758974	0	0	0	0.000250827879807	0	0	0.000120790902713	0	0	0	0	0	0	0	0	0.00027423784827	0	0	0	0	0	0	0.000645908627794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00293852861286	0
Acidovorax avenae	0	0	0	0.0014145728369	0	0	0.000650132838348	0	0.00276284514352	0	0.0064526946551	0.00528620283577	0.00152380407955	0	0	0	0.000179748145972	0	0	0	0	0	0	0	0	0	0	0	0	0.00032244089164	0	0.000236298517295	0.00334758616484	0	0	0.00122325998758	0	0	0.00148711416328	0	0	0.00799460720675	0	0.00890887963857	0.00256141511222	0.00730787150193	0.000286893737264	0	0	0.00463943208268	0	0	0	0	0.00189387429022	0	0	0	0.00268760514801	0	0	0	0.000475357378724	0	0	0.00103232591153	0	0.00136999487002	0	0	0.00129114852927	0	0.003890276807	0.00104734532626	0	0.00152096541442	0.000582552858749	0.00141352835172	0	0.000248276987984	0	0.000230253338185	0	0.000232736176296	0.000857455771047	0	0	0.00958675111734	0.000389529317529
Acidovorax citrulli	0.000669940008819	0	0	0.000620900890438	0	0	0	0	0.00176852138019	0	0	0	0	0.000145471514581	0	0	0	0.000256519522467	0	0	0	0	0	0	0	0	0	0	0	0.000165117791578	0	0.000484021603222	0	0.00208884953828	0	0	0	0.00198740175025	0	0	0	0.000545857931686	0.000710960840757	0.00030162786923	0.00327916850507	0	0	0.00114793764851	0	0	0	0	0	0	0	0.00034363778119	0.000651966756553	0.000234179898727	0	0	0.00189570800197	0	0.000973697351922	0.000152839054309	0	0	0	0	0	0.00153844834518	0	0.000471620534278	0.00547844058259	0	0	0.00311546651566	0	0	0	0.00127139420025	0	0.00235819486239	0.00147888330151	0	0	0	0	0.00075526933842	0.000398945805776
Acidovorax delafieldii	0	0.000318045872594	0	0	0	0	0	0	0.000195504088217	0.000305045023526	0	0.000352057973268	0.00034504712262	0.000160813864838	0	0.000293204517442	0	0	0	0	0	0	0	0.000510757040275	0.000271174623042	0.000351316923932	0	0.000517374696187	0.000509430996019	0	0.000146332928601	0	0	0.000288644110397	0	0	0	0	0	0	0.000154707870803	0	0.000785943288483	0.000750238786953	0.00326250940636	0	0.000974454589036	0	0	0	0	0	0.000188381481228	0	0.000194929579446	0.000379880005076	0	0.00025887799883	0.00202858629817	0	0	0	0	0.000168958432119	0	0.000233757797449	0	0	0	0.000242957554713	0	0	0	0	0.000949908608152	0	0.000659560472318	0	0.000173145483388	0	0.0014491234419	0	0.000544951910448	0	0.000970802777551	0	0.000233510057972	0	0
Acidovorax ebreus	0	0	0	0.00320982018189	0	0	0	0	0	0	0	0	0.00044006808302	0	0	0.000373948778195	0	0.00108499732573	0	0	0	0.00404519983679	0.000716673922147	0	0	0	0	0	0	0	0	0	0.00345274474136	0	0	0.00117757412735	0	0.00440318875757	0	0	0	0	0	0.00871790872006	0.000924657124055	0.00124145996966	0	0	0	0	0	0	0	0	0.000745831053734	0	0	0	0	0	0.00100228147001	0.00259717092609	0	0	0	0	0	0	0	0.000929593597645	0	0	0.00351092267998	0	0	0	0.00462656609818	0.00102055231441	0	0	0.000924095483388	0.00299232794601	0.000695023742694	0	0	0	0.000297815332576	0	0.00056247198162
Acidovorax sp. JS42	0	0.0053738932613	0.000556548401171	0	0	0.000757670546771	0	0	0	0	0.00406056143455	0	0	0	0	0	0	0	0	0	0.000528957835983	0.000558247206817	0	0.00107875704946	0.00229096429945	0	0	0.00273183508357	0	0	0	0	0	0.0027433707212	0	0	0	0	0	0	0	0.000637242075775	0	0.000440155666754	0	0.00565370622396	0.000343020155837	0	0	0.00512036932454	0	0	0	0	0	0	0	0	0.000357043825312	0.00240182629927	0	0	0.00341012314211	0	0	0.00148114182662	0.00166584499333	0	0	0	0	0	0	0	0	0	0	0	0	0.00178109174333	0	0	0	0	0.000256301004523	0	0	0.01410738943	0
Acidovorax sp. KKS102	0	0	0	0	0	0	0	0	0.00273232926484	0	0.00465732000786	0.00426425795207	0	0	0	0	0	0.00132105800565	0	0	0	0	0	0	0	0.000654658782328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000562226206929	0	0.000699013308589	0	0.000453468573436	0	0	0	0	0.000179755230542	0	0	0	0.000181620002377	0	0	0	0.00157506388266	0	0	0	0.000501447480279	0	0.000874682120449	0	0	0	0	0	0.000170251690003	0.000485762702537	0.00256487222794	0	0	0	0.00030726320472	0	0	0.000785711186621	0	0	0	0	0	0	0	0	0
Aciduliprofundum boonei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000590419533629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter calcoaceticus/baumannii complex	0	0	0	0	0	0.00028973762656	0	0	0	0.00116787004086	0	0	0	0	0	0	0	0	0	0.000310403198582	0	0.000646806011805	0.000967601876509	0	0	0	0	0	0	0	0	0.0003241196165	0	0	0	0	0	0	0	0.000214653149668	0	0	0	9.94363733939e-05	0.00043865625339	0.000595508605894	0	0	0.000205430665259	0	0	0	0	0.00025503676664	0	0	0.000258145338448	0	0	0	0.00219300130139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020952035877	0	0.000504370327288	0.000624517837245	0	0	0	0	0	0	0
Acinetobacter lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000245370397346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000373993752247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter oleivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000942301375722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000635443961897	0	0	0.000241475057161	0	0	0
Acinetobacter radioresistens	0	0	0	0	0	0	0	0	0	0	0.000566990625037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000349159616727	0	0	0	0	0.000394502137848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311875787802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter sp. ADP1	0	0	0	0	0	0	0	0	0	0	0.000517373168886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000352471568732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacillus minor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00423544534742	0	0.00100003675373	0	0.000560950243484	0.000509868946262	0	0.000701412122338	0	0	0.00033903013847	0	0	0	0	0.00115256888742	0	0	0	0	0	0	0	0	0	0.000166429841538	0	0.000971707286584	0.000648506818068	0.000844533282798	0	0	0	0	0	0.000426863201157	0	0	0	0	0.000675019677777	0	0	0	0	0	0	0	0	0	0	0	0.000364820888195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacillus pleuropneumoniae	0	0	0	0	0.000332898788697	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000752704214634	0	0	0	0.000598137259962	0	0	0	0	0	0	0	0	0	0	0.00297949402795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00250248694697	0	0	0	0	0.000829962467987	0.00246123616559	0	0.00213778954414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00078240386788	0	0	0	0	0	0	0	0
Actinobacillus succinogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000515138495835	0.00104556271212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00070574946611	0	0.000546808561909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00174283271628	0
Actinobacillus suis	0	0	0.00102693027913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000688955140772	0.00192350351906	0	0	0	0	0	0	0	0	0	0	0.00456225290322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000948371671224	0	0	0	0	0	0	0	0.000416612052882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000455012052865	0	0
Actinoplanes missouriensis	0	0	0	0.000126272440907	8.50723903168e-05	0	0	0	0	0	0.000424422902052	0	0	0	0	0	0	0	0.000195135216516	0	0	0	0.000155064421668	0.000140943932545	0	0	0	0	0	0.000201479755312	0	0	0	0	9.73852005054e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103968128442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00060771759995	0	0.000873760870197	0	0	0	0	0	0.000199943554899	0	0.00030076008454	0	0	0	0	0	0.000243400491741
Actinoplanes sp. SE50/110	0	0	0	0	0	0	0	0	0	0	0.000402999994348	0	0.000180820080557	0	0.000214350967843	0.000614608973533	0	0	0	0	0.000524976677111	0.000277022801918	0	0	0	0	0	0	8.89881871197e-05	0	0	0	0	0.000151262386708	0	0	0	0	0	0	0	0	0.000411869334419	0.000131052861093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000446952964802	0.000274552390324	0	0.00282038093571	0	0	0	0	0	0	0	0	0	0.00259669270137	0	0	0	0	0.000139778637916	0	0	0	0	0	0.000138086564773	0	0	0	0	0.00115557379587
Actinosynnema mirum	0	0	0.0001546929908	0	0	0	0.000864228059647	0	0	0	0	0	0	0	0	0	0.000119470500685	0	0	0	0.000294048350452	0	0	0	0.000159193755005	0	0	0	0	0	0	0	0.000635711377538	0	0	0.000135507640791	0	0	0	0	0	0.00177121850243	0	9.78732435341e-05	0	0	0	0	0	0	0	0	0	0.000251027614137	0	0.000223009527149	0	0	0	0.00016689729628	0	0	0	0.000396749916302	0	0.000137228111983	0	0.000151762319228	0	0	0	0.000153033045405	0	0	0	0	0	0.000156584776809	0	0	0	0	0	0	0	0	0	0.00441130284636	0.000517805202886
Acutodesmus obliquus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00363592567083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adoxophyes orana granulovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128157666825	0	0	0	0	0
Advenella kashmirensis	0	0	0	0	0	0.000261763951064	0	0	0	0	0	0.000385340060162	0	0	0	0	0	0	0	0.000270113108578	0	0	0	0	0	0	0	0	0	0.000199787989559	0	0	0	0.000315931316179	0	0	0	0	0	0	0.00101599983132	0	0.000430121538304	9.12403578868e-05	0	0	0	0	0	0	0.000211166772201	0	0	0	0	0	0	0	0	0	0	0	0.000589073516912	0	0.000342509829468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307670407625	0	0	0	0	0.00212515681571	0	0	0	0
Aequorivita sublithincola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000678818162028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000290884346702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcus urinae	0	0	0	0	0	0	0	0	0	0	0	0	0.00160573904542	0	0	0.0075046407026	0	0	0	0.00976182837809	0	0	0	0	0	0.000817458348576	0	0.0108346342671	0	0.000424723178406	0	0	0	0.00537302980273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00515733296116	0.00734592716565	0	0	0	0	0.00505781806258	0	0	0	0	0	0	0	0.0112880436399
Aeromonas hydrophila	0	0	0.000268931193663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000358547415731	0	0	0	0	0	0.000273040961259	0	0	0	0	0	0.000640635023233	0	0	0	0.000615846786119	0.000401059436367	0.00229703859893	0.00258973202995	0	0	0.0347524941763	0	0.000412371152729	0	0	0	0	0	0	0.000105080097212	0.000264205995063	0	0.000580296351831	0	0	0.00109854295417	0	0.000319367404149	0.000477137584176	0	0	0.000365084450905	0	0	0	0.00224759116372	0.00121019876859	0.0652768912183	0.00029291047016	0	0	0	0	0	0	0.0011123352499	0	0	0	0	0.0136337363323	0.000450097869905
Aeromonas phage phiO18P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0302230510192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas salmonicida	0.00071143944233	0.000305524652817	0.00303760567664	0.000879150127714	0.000148075467368	0.000459479724406	0	0	0.00131465070534	0.000293035637112	0.000738742844169	0.00202918634051	0	0.000926896484874	0.0011787859493	0.000281661282585	0	0.00299650586574	0.003736137201	0	0.000962339377197	0.00101562588317	0.00026990233406	0.000245324465511	0	0	0.000454926690036	0	0.0019575003684	0	0	0	0	0.000831841245705	0	0	0	0	0	0	0.000297234283404	0	0	0.00128124882975	0	0	0.000312030355426	0.000812697763719	0	0.000388147905465	0	0	0.00036193009631	0.0084208294797	0.000187255352815	0.000364924423374	0.000395630192549	0	0	0	0.0010065688166	0	0.00361904561865	0.000324613338903	0.000901821974019	0	0	0.000248338165378	0	0.000233392503879	0.000175534301627	0.000250417534019	0.000528891143795	0	0.000608340961104	0	0.000950391130719	0.00102491781614	0	0.00027003014267	0.000348018143473	0.000250427324196	0.00104699515126	0.000253127699833	0	0.000198934311408	0.00022431694777	0.00160410899442	0.000423658503516
