PercentCoverageGT5x	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
taxid:455488|Anaeromyxobacter_dehalogenans_2CP-1	0.0	0.0	0	0.0	0.0	0	0	0	0.0	0	0.0	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0.0	0.0	0	0	0	0.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0.0	0	0	0.0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0	0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0	0
taxid:455632|Streptomyces_griseus_subsp._griseus_NBRC_13350	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0.0	0.0	0	0	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.000666984	0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0
taxid:456442|Methanoregula_boonei_6A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:457391|Bacteroides_sp._3_1_33FAA	0.143285012	0.022993902	0.0	0.0110889714	0.0	0.0082332829	0.004265001	0.000927171	0.176830175	0.0014463837	0.002633164	0.001705999	0.0	0.001464931	0.0	0.0270177989	0.0	0.009382972	3.70869e-05	0.219146074	0.0	0.036456391	0.1174910906	0.031672125	0.040814137	0.019155324	0.003356363	0.146808367	0.233962408	0.00137221	0.01158964	0.018951385	0.000203978	0.000741737	0.006564372	0.01642948	0.270252368	0.0300218249	0.829113905	0.002058321	0.00113115	0.002744428	0.002039777	0.00174308	0.0278707637	0.0	0.001650365	0.00912336	0.006100783	0.0	0.0	0.004246441	0.0	0.001743082	0.0	0.0	0.0	0.0	0.0	0.0426128307	0.0491586267	0.0	0.0051550751	0.001316583	0.006805439	0.021992498	0.0	0.000760281	0.0518288997	0.0379213417	0.263706162	0.0403319828	0.398961365	1.7810786065	0.7253632611	0.003263648	1.0724227336	0.025274647	0.71826058	0.0	0.007361743	0.1955961701	0.00235502	0.0	0.0367530981	0.085818928	0.0	0.2540631829	0.001761626	0.00126095	0.004209362	0.003041122	0.019192408	0.0	0.0035047069	0.0731537592	0.000278151	0.0	0.0	0.0775301171	0.001539105	0.0274813834	0.0020583236	0.0010755169	0.00343053	0.00383849	0.0019099734	0.0	0.0	0.0494367491	0.0	0.024848184	0.00113115	0.013165833	0.2576053971	0.000519216	0.0	0.002837142	0.0148718334	0.100153109	0.045431402	0.026331692	0.189958717	0.019303763	0.6691576369	0.4601365753	0.230550485	0.219071997	0.3476149733	0.0827408164	0.0997822594	0.0020583257	0.1874739602	0.1165639767	0.3190768324	0.001409302	0.0285197937	0.226378439	0.025645562	0.6207782446	0.155152767	0.2213343159	0.0707617233	2.4245908703	0.0941079275	4.9495353457	0.006026609	0.007751153	0.000611933	0.035139766	0.001613275	0.0029298635	0.009457143	0.000241065	0.002410648	0.003152385	0.060878093	0.001668913	0.004005385	0.00461732	0.0	0.092197964	0.0	0.000482129	0.000815911	1.6024073516	0.000407955	0.0751379257	0.324639525	0.03517688	0.062101959	0.004172264	0.0	0.3983129923	0.3963475579	0.000389412	0.00263317	0.00172454	0.0	0.0	0.006137873	0.091066729	0.9219608109	0.018710321	2.74090436	0.002188128	0.010847907	0.001613279	0.001724538	0.0	0.022604452	0.0	0.00634185	0.003931208	0.0	0.0	0.0	0.0	0.0	0.005247792	0.006082243	0.0	0.0	0.0	0.000166891	0.051179835	0.0500857341	0.0	0.020564705	0.0115896403	0.012331387	0.1005980018	0.0056928336	0.000389412	0.1133188481	0.0709842707	0.5226275004	0.123981401	0.7017578541	4.647171814	0.0356961103	2.6298663328	0.0404246487	1.3383717253	0.0	0.000741737	0.5383153178	0.0	0.0515507299	0.247888555	0.0	0.0810904573	0.0102730559	0.0	0.013091663	0.000370869	0.0	0.0	0.012145948	0.112669875	0.004061006	0.0	0.0	0.437773484	0.0	0.057447573	0.0021510354	0.012794957	0.0176533407	0.004617318	0.001817258	0.0	0.0	0.0840759334	0.0	0.059413174	0.0	0.051513661	0.2509668339	0.007454454	0.0	0.0013907543	0.022437589	0.134736531	0.0242362501	0.0821473723	0.4517735239	0.039720038	3.6918280547	0.180483061	0.3602059954	0.0777711239	0.392768146	0.214065229	0.5661311321	0.004042464	0.4015023269	0.0	0.754884837	0.0153539571	0.146122235	0.121941585	0.0566502048	6.6607373775	0.1694131997	0.2861064624	0.308766339	4.2850517889	0.3169444573	39.4643563199	0.0058968129	0.05642767	0.1456029287	0.012665161	0.0195262169	0.0246627718	0.006193513	0.000333782	0.03117155	0.068276854	0.471114986	0.6740173995	0.0664410539	0.1600483043	0.205906178	0.108312148	0.007027971	0.3199852017	0.4316540023
taxid:457405|Fusobacterium_nucleatum_subsp._animalis_7_1	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004677592	0	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0.002661383	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0.02379123	0	0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0
taxid:457412|Ruminococcus_sp._5_1_39BFAA	0.6056864085	1.276462824	1.179445401	0.5845401855	1.7933500025	12.441218402	13.0869795745	28.1344635705	1.337441978	0.648242446	0.1653514705	0.486187916	0.1395203135	2.635234576	4.5603267595	0.4810847945	0.981222138	2.900218461	1.060756899	0.09489783	0.223740179	1.7099400355	0.159803125	0.810374611	0.9884706425	0.8652822705	28.6855128775	0.1936429445	0.9222572175	1.612948834	3.0451627215	3.4926689715	49.1804342005	10.2101807255	22.336058266	0.34480951	1.190699095	3.195146138	0.4092695745	0.7930742915	0.1842996595	0.840942819	0.2955808195	2.2701672635	54.4063658775	5.903261805	0.772320964	1.760215785	1.501641582	22.3626242655	0.650309091	0.2757166905	5.059080346	0.059801922	0.9373579245	0.215339154	76.885281154	15.861272547	1.1483257925	1.11590087	1.1383024	2.319923243	0.169879178	7.6629567475	0.178175455	0.223870981	1.38557172	1.790600992	0.559415994	0.2489171145	0.178882211	0.3955033705	0.163702633	0.2646457235	0.588335639	0.1099988335	0.1458014195	0.160954644	0.411337382	2.072102065	0.387704426	1.0263945195	4.26556068	21.0512775805	0.34462617	0.329682731	7.5199901565	0.3763198605	0.2638086435	4.480273547	0.5025450015	5.127389643	1.649930308	30.2866971435	21.848409911	0.775304058	0.4358860045	21.6808502205	2.881949387	0.169277213	0.3315142635	4.243416369	32.8799463535	1.8398041835	1.739331755	0.391499176	1.3349294685	1.356155518	0.947670007	0.641175733	3.30166567	8.325702325	2.3245201365	0.177547349	0.358994162	2.8227749515	16.6287717735	5.3212728525	4.530575071	1.3767507515	0.6348421625	0.1931718425	0.3572141725	1.06887011	1.271515831	0.249806876	1.27813698	0.257082469	0.429055891	0.351954057	0.0847695095	1.4170561355	0.0718145675	0.007328016	0.37634576	0.319135461	1.839751033	0.098116924	0.1150236885	0.04614035	0.0591999025	0.8883908175	0.41023846	0.104110235	0.646540341	0.095761411	0.374566366	1.921509843	2.3668979605	1.4134179705	6.186759171	21.3981587885	45.185509466	57.351734643	15.645981141	2.759576657	1.1304517305	2.0008104155	0.416572248	13.4102635545	14.8511764625	1.348538273	11.2701510965	27.9999719225	2.465772955	0.1504862025	1.708029644	8.0339892215	0.675983438	1.188656901	1.116031298	2.475248549	73.7742837885	0.351143094	2.825866455	7.470099589	8.200439741	25.8077416385	78.562965428	24.7589964295	32.9815097825	0.7703058285	5.174234879	4.870805755	1.860610415	1.1779528185	1.5966968795	3.462826971	1.312761528	5.503465838	66.782884789	22.257896007	1.19700603	3.955403761	8.443179873	43.668379871	2.3513564875	1.1334612655	10.202274884	0.394692345	1.4092304285	0.234601228	78.5142283545	50.050278192	1.6723850375	1.9557966325	1.3880840625	34.5688100715	1.2913284045	49.6227697955	0.443057306	0.797157677	10.2999810455	16.3813650145	4.097351645	0.486789491	0.5248693125	1.745220694	0.300082221	0.828588989	0.580955175	0.334053002	0.2846936615	1.418364256	6.181253631	2.701997813	7.442755217	65.156439146	0.310053673	1.03424504	39.108549049	0.763840821	1.0080739835	25.1112846355	1.9632281325	20.2389931065	3.535670209	58.937256926	51.9783399555	1.236681763	2.95897225	60.3960750005	17.290183848	0.717753105	0.8982317615	10.089341242	49.005702096	5.8022981715	5.592909686	0.3856368985	3.6672493435	18.410486397	2.160980571	1.391171891	17.090899557	35.858491779	18.795837491	0.725002936	0.812939542	8.617623212	40.4728840755	22.2307469905	24.783994747	2.2391043085	2.9820563525	0.41992161	0.8153991085	13.147743851	11.894107493	0.5653306015	2.969131927	0.3892752165	0.807600193	1.2751020055	0.436775626	2.900768656	0.259752543	0.0	1.372380913	1.188709331	28.0843932035	0.416048148	0.272314032	0.014368144	0.126984015	1.707244716	3.7939542315	0.002329264	2.76326475	0.382784703	1.678036309	0.152187166	0.0722855985	0.4743841055	0.095578209	0.0983001825	0.1566365315	9.666580813	0.158860988	0.08372262	0.821628112	0.633036278	11.942088088	0.597024261	0.817781066	1.046781491	46.956470134	1.0841283535	0.6714816875
taxid:457421|Clostridiales_bacterium_1_7_47FAA	0.0	0.011207142	0.036606895	0.0036285349	0.00142386	0.000734894	0.002327166	0.00165351	0.0	0.001622892	0.0	0.0023424803	6.12412e-05	0.010104793	0.003000815	0.0075939128	0.004975841	0.003123298	0.005925083	0.017147539	0.0	0.00667529	0.0	0.0114980359	0.003138609	0.00203627	0.0118042477	0.0	0.0011788925	0.0	0.000199034	0.001286064	0.00128607	0.0085278293	0.0066293559	0.00200565	0.002954888	0.007149904	0.051136368	0.2820464356	0.0	0.000643033	0.0	0.001071721	0.5765859584	0.001898478	0.011038722	0.002847717	0.001270754	0.00122482	0.0	0.000474619	0.0035366778	0.0	0.001821925	0.0	0.0470638854	0.0	0.0047768115	0.040465172	0.0	0.001240135	0.001224825	0.0	0.0	0.000336827	0.00313861	0.0046237094	0.012600375	0.001286065	0.00108703	0.0	0.0	0.0139629884	0.0331468223	0.0	0.002388412	0.005802603	0.000398068	0.0024802688	0.0	0.000612412	0.006843703	0.0039500588	0.0	0.0	0.001224824	0.001194204	0.006675291	0.001883171	0.0	0.00136262	0.00900245	0.0012401352	0.0	0.1393849572	0.0034295069	0.00206689	0.002541508	0.000704274	3.06206e-05	0.0101813495	0.0028783363	0.000382758	0.001286065	0.002311857	0.0227663868	0.002250614	0.010487556	0.001163583	0.0	0.000719584	0.000321516	0.00137793	0.009124943	0.032166947	0.003781638	0.0016994444	0.001331995	0.0	0.008466597	0.002189373	0.000260275	0.000581791	0.083165495	0.000244965	0.3114726735	0.000107172	0.004807433	0.0068437035	0.0	0.003000815	0.000428688	0.0	0.0090636962	0.000627722	0.2300679508	0.002219993	0.0	0.0094158403	0.1014002468	0.0278647638	0.0	0.001454478	0.001224824	0.0331162288	0.006614048	0.0268236518	0.053509506	0.009660805	0.008680934	0.003414202	0.0026639903	0.0040725542	0.002648682	0.00924742	0.004669647	0.0129219	0.0	0.0229654533	0.00834411	0.0226591907	0.07734764	0.0048533623	0.01511127	0.0588680124	0.002097511	0.0116664399	0.011513347	0.0662476912	0.008788111	0.006369095	0.0316157642	0.0018219263	0.000887997	0.0	0.0012248239	0.009752657	0.0015463409	0.00690495	0.0045165401	0.0078541756	0.008083843	0.014131396	0.2066890403	0.5131859558	0.006139435	0.00240371	0.0014697897	0.00202096	0.4517919174	0.0050524	0.0183876712	0.000842067	0.0040113029	0.001852545	0.0013779267	0.0	0.0056648094	0.0071039848	0.002464955	0.0	0.038382911	0.002572127	0.0090790076	0.0813130519	0.000688963	0.0168413318	0.003888813	0.013580247	0.002587447	0.002174059	0.0061241177	0.00502178	0.023562543	0.002786471	0.001638202	0.005006473	0.0012707512	0.03685188	0.0	0.022812352	0.0178976968	0.004975849	0.004439988	0.003766332	0.0044859242	0.0035673003	0.0	0.000290896	0.008191006	0.004302195	0.0889834313	0.0020975115	0.000443999	0.008497214	0.0107937646	0.005404537	0.0014697843	0.146243928	0.015662406	0.010196659	0.0050064687	0.003107995	0.002327169	0.0129831339	0.0030926776	0.003444817	0.002158752	0.002419025	0.0427310758	0.012294166	0.0439252875	0.011161218	0.0024955787	0.0015004109	0.0046390265	0.001699441	0.0154633956	0.0645941443	0.004991158	0.00278647	0.006491568	0.000275585	0.029334515	0.000612412	0.005251437	0.008068527	0.2906201046	0.0046543331	0.490710378	0.002281234	0.009109625	0.00349075	0.0054963938	0.0060169451	0.001423858	0.0	0.023838155	0.00124013	0.7615648227	0.001255445	0.0055423259	0.011543974	0.2504151013	0.03613236	0.0048380558	0.000949239	0.00786949	0.070335489	0.0293345382	0.0	0.0	0.067809296	0.0	0.0048992915	0.0	0.006552815	0.0	0.0	0.004256259	0.008481905	0.5602806192	0.000826756	0.01385583	0.004225644	0.042133882	0.000290896	0.0039806749
taxid:457570|Natranaerobius_thermophilus_JW/NM-WN-LF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:458233|Macrococcus_caseolyticus_JCSC5402	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0	0	0.0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0.0	0	0
taxid:458817|Shewanella_halifaxensis_HAW-EB4	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:459845|Streptococcus_phage_858	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
