kegglevel3	Adenoma10.2757.S10.L001	Adenoma11.2775.S11.L001	Adenoma1.2065.S1.L001	Adenoma12.2799.S12.L001	Adenoma13.2803.S13.L001	Adenoma14.2817.S14.L001	Adenoma15.2847.S15.L001	Adenoma16.2873.S16.L001	Adenoma17.2937.S17.L001	Adenoma18.2967.S18.L001	Adenoma19.2971.S19.L001	Adenoma20.2995.S20.L001	Adenoma21.3129.S21.L001	Adenoma2.2113.S2.L001	Adenoma22.3133.S22.L001	Adenoma23.3141.S23.L001	Adenoma24.3217.S24.L001	Adenoma25.3273.S25.L001	Adenoma26.3373.S26.L001	Adenoma27.3379.S27.L001	Adenoma28.3391.S28.L001	Adenoma29.3399.S29.L001	Adenoma30.3509.S30.L001	Adenoma3.2123.S3.L001	Adenoma4.2143.S4.L001	Adenoma5.2243.S5.L001	Adenoma6.2453.S6.L001	Adenoma7.2475.S7.L001	Adenoma8.2555.S8.L001	Adenoma9.2717.S9.L001	Cancer10.2567.S70.L001	Cancer11.2573.S71.L001	Cancer12.2575.S72.L001	Cancer1.2355.S61.L001	Cancer13.2579.S73.L001	Cancer14.2611.S74.L001	Cancer15.2613.S75.L001	Cancer16.2619.S76.L001	Cancer17.2625.S77.L001	Cancer18.2629.S78.L001	Cancer19.2633.S79.L001	Cancer20.2667.S80.L001	Cancer21.2671.S81.L001	Cancer22.2703.S82.L001	Cancer2.2455.S62.L001	Cancer23.2705.S83.L001	Cancer24.2727.S84.L001	Cancer25.2735.S85.L001	Cancer26.2763.S86.L001	Cancer27.2771.S87.L001	Cancer28.2777.S88.L001	Cancer29.2801.S89.L001	Cancer30.2863.S90.L001	Cancer3.2513.S63.L001	Cancer4.2521.S64.L001	Cancer5.2523.S65.L001	Cancer6.2535.S66.L001	Cancer7.2537.S67.L001	Cancer8.2543.S68.L001	Cancer9.2547.S69.L001	Healthy10.3087.S40.L001	Healthy11.3123.S41.L001	Healthy1.2027.S31.L001	Healthy12.3211.S42.L001	Healthy13.3241.S43.L001	Healthy14.3245.S44.L001	Healthy15.3247.S45.L001	Healthy16.3251.S46.L001	Healthy17.3257.S47.L001	Healthy18.3293.S48.L001	Healthy19.3339.S49.L001	Healthy20.3341.S50.L001	Healthy21.3347.S51.L001	Healthy22.3363.S52.L001	Healthy2.2779.S32.L001	Healthy23.3367.S53.L001	Healthy24.3403.S54.L001	Healthy25.3405.S55.L001	Healthy26.3407.S56.L001	Healthy27.3439.S57.L001	Healthy28.3499.S58.L001	Healthy29.3529.S59.L001	Healthy30.3291.66.S60.L001	Healthy3.3021.S33.L001	Healthy4.3023.S34.L001	Healthy5.3043.S35.L001	Healthy6.3061.S36.L001	Healthy7.3063.S37.L001	Healthy8.3073.S38.L001	Healthy9.3075.S39.L001
Cellular_Processes;Cell_Growth_and_Death;Apoptosis	3.00059531811e-06	6.39829160496e-06	1.2567681484e-05	4.68482838454e-05	9.5790540779e-06	1.76806898168e-05	2.14851368831e-06	3.14309097219e-05	2.22923612309e-06	3.85997321007e-06	2.64865332586e-05	1.41075500123e-05	4.63327267677e-05	9.33055493946e-06	9.78860528037e-06	1.62883092461e-06	4.32382315495e-06	4.1180659812e-06	6.01341610314e-06	2.81527880815e-06	5.64048666119e-06	7.3663733451e-06	1.37456088149e-06	6.7846124303e-06	1.12164072916e-06	8.80686237491e-06	2.66784648592e-06	6.87319471245e-07	1.67553194917e-05	3.75225582046e-05	8.75448125321e-06	1.59465485265e-05	9.32983535836e-06	1.42614552593e-05	1.04141360458e-05	1.27067214151e-06	3.17710342279e-06	4.04635817863e-06	1.51321337065e-05	3.46130888357e-07	4.43753338149e-05	2.89453019526e-05	4.50174491547e-05	1.79061976164e-06	1.30343795481e-05	2.05445856029e-06	9.05060517811e-06	2.70587690001e-05	4.9848255036e-06	1.12319724698e-05	1.35836090664e-06	5.92528575335e-06	4.49725103409e-05	3.25315894575e-06	5.46707904388e-06	8.14279130984e-06	1.17124379337e-05	9.31874311843e-06	3.15794154445e-06	9.24383249295e-05	2.23097494026e-05	9.85582123036e-06	1.10585470958e-06	6.87631047436e-06	3.6381148541e-06	3.66844461685e-05	1.03679518111e-05	5.11148489318e-07	3.1161155249e-05	1.48928793484e-05	2.31035790998e-05	5.96162705066e-06	5.66960821976e-06	3.74045096175e-05	1.02231239396e-06	7.58809954086e-06	1.3504023045e-05	1.18191019641e-05	1.23707195817e-05	2.82397037398e-05	1.24059642778e-05	4.52965901069e-06	1.27279361227e-05	2.92345416772e-06	1.28035880092e-06	1.1670884797e-05	6.20633947984e-05	5.40524401331e-06	2.97744647913e-05	6.61345099624e-06
Cellular_Processes;Cell_Growth_and_Death;Cell_cycle	0.0	0.0	8.83180904286e-05	0.0	0.000107527039469	2.56241881403e-07	1.71881095065e-07	8.56428057816e-08	0.0	0.0	0.0	0.0	8.42413213959e-08	8.5601421463e-08	5.70292655465e-06	3.44626332469e-05	0.0	5.47359603334e-05	0.00010197035592	8.53114790349e-08	4.44401979366e-05	0.0	0.0	0.0	2.58840168267e-07	2.48963224829e-05	0.0	1.43477939622e-05	0.0	4.00751131845e-05	0.0	0.0	0.0	0.0	0.0	8.30172465788e-06	8.28622919727e-05	0.0	0.0	2.11139841898e-05	3.36814677912e-07	8.48835834386e-08	2.89337102318e-05	0.0	7.41759099283e-05	2.56807320036e-07	5.2083671308e-06	0.0	0.0	0.0	1.69795113331e-07	0.0	1.89223958604e-05	0.0	1.74263144524e-05	0.0	5.71943137054e-05	0.0	0.0	2.69188528641e-05	8.41877335947e-08	0.0	0.0	0.0	0.0	0.0	1.50420284473e-05	0.0	2.01531384491e-05	4.59551705609e-05	0.0	0.0	0.0	0.0	8.51926994968e-08	2.72830545289e-05	6.83748002281e-06	0.0	0.0	0.0	0.0	1.81186360428e-05	0.0	0.0	8.53572533948e-08	0.0	0.0	8.57975240207e-08	1.69655070036e-07	0.0
Cellular_Processes;Cell_Growth_and_Death;Cell_cycle_-_Caulobacter	0.00542550499162	0.00516273884076	0.00441504372133	0.00518654181556	0.0044171520989	0.00516976537127	0.00508269586216	0.00494998288857	0.00554693965321	0.00525308043018	0.0048507828772	0.00495141011336	0.00517688192374	0.00488039384187	0.00519017387457	0.00506129205041	0.00465480757842	0.00449032198729	0.00456555731739	0.00527054317477	0.005056439906	0.00561411869951	0.00535348508314	0.00546547765904	0.00548154452344	0.00550310344515	0.00549223531886	0.00533858216303	0.00539263513487	0.00487010473133	0.00523823960811	0.00498355088073	0.00521195417253	0.00503480304421	0.00518521540958	0.00520255530473	0.00473843508594	0.00500982188878	0.0052301074713	0.00369771628032	0.00495824887354	0.00527653331371	0.00538167010311	0.00504792764327	0.00484681688446	0.00529639416842	0.00539159919412	0.0049297321327	0.00418063563745	0.00513987063854	0.00456587549502	0.00556092361637	0.00509436717611	0.00544595929408	0.00499050351285	0.00535795668188	0.00475388192512	0.00486133413734	0.0055051456097	0.00487341282465	0.00534398476539	0.00519376289647	0.0049475089049	0.00540701483375	0.00537400328344	0.0050222025817	0.00518915988147	0.00535981786757	0.00487096275692	0.00519965734463	0.00510411378267	0.00531419435296	0.0053111343546	0.0052856500417	0.00515995142312	0.00462524507856	0.00522315098942	0.00535319673306	0.00538441968443	0.00530093469141	0.00504259961713	0.00496792488629	0.00519774970089	0.00551131299377	0.00531963474607	0.00525402788217	0.00526803226992	0.00541210781523	0.00480590399644	0.00519223733471
Cellular_Processes;Cell_Growth_and_Death;Meiosis_-_yeast	1.97181978047e-06	4.64089417746e-05	2.50492829578e-05	2.14114642804e-06	2.99453312165e-05	1.51182710028e-05	3.4376219013e-07	0.000120413784929	1.9891645406e-05	9.52126725151e-06	0.000239656284854	0.00011379523775	3.62237682002e-06	0.000104947342714	8.00112083786e-06	1.88601475481e-06	0.000181091887431	0.000143102792847	8.1095211448e-05	0.000107492463584	3.452661532e-05	4.28277520064e-07	1.20274077131e-06	2.2329104201e-06	2.57977367706e-05	2.82835772425e-05	8.6317742754e-05	2.80082684532e-05	1.66693947764e-05	6.37287893317e-05	7.02908349166e-05	1.01786479956e-06	4.313978918e-05	3.83701058166e-05	9.73124187889e-06	1.16901837019e-05	0.000116780017702	1.46357636248e-06	5.83182231611e-05	2.76904710686e-06	1.75143632514e-05	2.36825197794e-05	9.77789207539e-05	0.000224253808243	2.40106991675e-06	3.25289272045e-06	2.21995976067e-06	1.86935975111e-05	1.25480090263e-05	0.000117549879818	0.000337892275528	1.22799400395e-05	7.80654896484e-06	2.4569910985e-05	4.18573239297e-06	1.08570550798e-05	0.000154911952816	3.13448632165e-06	1.09247707484e-05	1.35440769127e-06	3.23280897003e-05	1.35942361798e-05	0.000174129583885	1.71907761859e-06	1.11681665289e-05	0.000103514675647	4.50411021303e-06	1.95940254238e-06	9.09431541779e-05	2.34881982867e-05	8.80136346661e-06	7.7075321155e-05	3.52202934864e-06	9.22302976869e-06	7.87180543351e-05	0.000246741124396	1.41877710473e-05	8.39327530782e-06	6.31333275205e-06	3.05502249549e-05	0.000128393233039	4.46983332564e-05	2.48619018931e-05	2.40755049106e-06	1.59618063848e-05	1.59303318033e-05	9.04738861502e-06	4.37567372506e-06	0.000128853025692	1.22942358263e-05
Cellular_Processes;Cell_Growth_and_Death;p53_signaling_pathway	0.0	5.97173883129e-07	8.60800101643e-08	0.0	3.45191137942e-07	0.0	2.57821642597e-07	0.0	0.0	2.31598392604e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57379123825e-07	6.01341610314e-07	0.0	5.98233433762e-07	0.0	4.29550275466e-07	8.58811700038e-08	0.0	1.01617642787e-06	1.72119128124e-07	0.0	0.0	2.55255497991e-07	0.0	8.48220666303e-08	0.0	5.09337687831e-07	7.68255937807e-07	0.0	0.0	0.0	5.10071922691e-07	8.65327220893e-08	0.0	0.0	0.0	0.0	6.86019976216e-07	1.71204880024e-07	0.0	2.81684346058e-06	3.43781069214e-07	0.0	0.0	8.58737065702e-08	8.48537930961e-08	0.0	0.0	0.0	8.54922476912e-08	0.0	1.70699542943e-07	0.0	0.0	0.0	0.0	3.43815523718e-07	0.0	1.69835398928e-07	0.0	0.0	8.46770523071e-08	0.0	1.86182688717e-06	4.25830503619e-07	0.0	0.0	8.51926994968e-08	5.11557272418e-07	6.3246690211e-06	4.19663765391e-06	0.0	0.0	0.0	0.0	1.44249942724e-06	1.20377524553e-06	1.7071450679e-07	0.0	0.0	2.14493810052e-06	0.0	8.47878332851e-08
Cellular_Processes;Cell_Motility;Bacterial_chemotaxis	0.00363852188274	0.00305189978501	0.0039913579113	0.00262607327106	0.00312570575407	0.00353075688385	0.00381472902387	0.00319730286825	0.00306648576701	0.00371972751677	0.00261347989102	0.0034171715569	0.0024178944067	0.00275756419101	0.00384496415413	0.00293232430401	0.00331382893446	0.00269510259861	0.00345281762048	0.00338080860267	0.00324122874413	0.00384558950816	0.00236132377429	0.0028573524072	0.00327018668588	0.00346185904566	0.00311570045729	0.00374778124683	0.00324872756237	0.00320924229107	0.00434222270159	0.00295350436007	0.0026830552215	0.00382775761366	0.00381353711351	0.00420024911951	0.00292645572303	0.00327660310469	0.00325782937023	0.00497563152013	0.00125892906237	0.00319094366862	0.00191379473354	0.00316189342862	0.00452327271318	0.00336520312175	0.00402666547358	0.00401229475348	0.0047146135832	0.00329011053118	0.00370382570464	0.0031878037353	0.0034585557528	0.0042951115123	0.00434325260792	0.00315677358519	0.00312217688568	0.00266041644446	0.00357248538449	0.0023712292655	0.00277230206727	0.00332481031368	0.00402582153734	0.00299643824308	0.00294408099019	0.00300846425661	0.00446739746563	0.00201486215348	0.00244564262473	0.00312554731332	0.00464068814476	0.00348559300432	0.00263585240326	0.00266554100158	0.00512698184842	0.00322443074759	0.00359395043699	0.00318276425499	0.00299584702146	0.00399514790545	0.00449265851572	0.0039470423036	0.00306005040263	0.00375612270184	0.00458231879125	0.00381476073877	0.00271514668988	0.00359294291342	0.0024504978316	0.00283759441655
Cellular_Processes;Cell_Motility;Bacterial_motility_proteins	0.00493237858391	0.00445577027369	0.00896566345867	0.00303802984381	0.00508052316824	0.00618268952845	0.00689140062553	0.00652152837466	0.00401228206216	0.00439316417615	0.00508873584802	0.00589449133316	0.00418654094941	0.00486986486703	0.00694744131816	0.00398832111081	0.00631040794254	0.00622445673058	0.00687986345766	0.00579623250859	0.00560587458395	0.00500733510909	0.00221811171245	0.0035350407197	0.00352937197437	0.0065073398	0.00373094028077	0.00561729020862	0.00398011873936	0.00531654659732	0.008098405129	0.00438852408332	0.00385125332215	0.0065761437772	0.00547220168323	0.00805563781981	0.00548866083202	0.00535634511578	0.0050790411702	0.01353674638	0.00327114415188	0.00541591215771	0.00415071093105	0.00581738253513	0.00820076854818	0.00424802108559	0.00611778218506	0.00784345793655	0.0116753207821	0.00485847114506	0.00844246772747	0.00364250501159	0.00593085586845	0.00615377819312	0.00605743815751	0.00456216847283	0.00612569053157	0.00585056107729	0.0050617535469	0.00332270066862	0.00475938514331	0.00483232614204	0.00786279711658	0.00367959968871	0.00459688502914	0.00541070105675	0.00733014193046	0.00245717597956	0.00410175641376	0.00589723981331	0.0082915614135	0.00676806485841	0.00322394540133	0.00384514942931	0.0090920204684	0.00744844440549	0.00546323200672	0.00406157443799	0.00411714610741	0.00581703667097	0.00850913193684	0.00668039238812	0.00513971031217	0.00498130794996	0.00681313060872	0.00690192273994	0.00490672861056	0.00423462259557	0.00427751328081	0.00441312193465
Cellular_Processes;Cell_Motility;Cytoskeleton_proteins	0.00437281042273	0.00408663150336	0.00375498220339	0.0038526075909	0.00385776985986	0.00404050739992	0.00395644498675	0.00311046106318	0.00428184815335	0.00397971815677	0.00350039550952	0.00373926562044	0.00371141989674	0.00421099072603	0.00454608364712	0.00400298058914	0.00342311144519	0.00391722447157	0.0037995340118	0.00398694666122	0.00394671688637	0.00431720871325	0.00418399150315	0.00437100802852	0.00425533236631	0.00370870523626	0.00411106537523	0.00431026631911	0.00422723822069	0.00368971822346	0.00395184083367	0.00393854301984	0.00422110853851	0.00407809708723	0.00425383312764	0.00419491229651	0.0036676653648	0.00409431182769	0.00397363030174	0.00212896456156	0.00303874202412	0.00417508393501	0.00341511389798	0.00348889470414	0.00409245216811	0.00411105718157	0.00426898261976	0.00332148523449	0.00263044085109	0.00385402414137	0.00307320665373	0.00423391722874	0.00414358042447	0.00428312618986	0.00418923474049	0.00395629390693	0.00336548782261	0.0031504129008	0.00411317618677	0.00382154595141	0.00371495212033	0.00366118269515	0.00347791306162	0.00430637538845	0.00393576341356	0.00379743460233	0.00432887483078	0.00364934463948	0.00356913775475	0.00394967670538	0.00405886724252	0.00434858110295	0.00454101257141	0.00385778839603	0.00414888446549	0.00343084410701	0.00420821254854	0.00414901866339	0.00401476773846	0.00421986748733	0.00406830655953	0.00434197729017	0.00405520530161	0.00426549159859	0.00438582639393	0.00433560591869	0.00352273181756	0.00426748304727	0.00359176748773	0.00377721318502
Cellular_Processes;Cell_Motility;Flagellar_assembly	0.00179881402756	0.00133911977764	0.00368697899536	0.000905362355631	0.00151228237533	0.00233094698116	0.0028905243757	0.00234395795144	0.00113210899113	0.00134292756837	0.00104975244034	0.00183032713624	0.00171953385233	0.00127580358548	0.0028034565523	0.00120027693555	0.00158803002971	0.00181512337425	0.00249488043525	0.00178957889571	0.00178068454655	0.00173932066448	0.000530752320366	0.00115999696324	0.000995326727042	0.00258701582263	0.000836843200937	0.00207939914532	0.00132848202391	0.00165490647864	0.00296453933622	0.00157947170272	0.0010707056009	0.0022030552791	0.00176647648633	0.00331264227292	0.0015758432977	0.00205968240565	0.00162432403781	0.00586613976315	0.000449816002352	0.00186837255507	0.00131384574197	0.00147939299354	0.0033343143419	0.00149376257821	0.00225880905648	0.00317987483143	0.00518189800153	0.00134946576109	0.00222465557486	0.00113911471765	0.00221213838601	0.00220230299683	0.00210576508611	0.00159742904936	0.00184774394935	0.00199565119673	0.00178799236256	0.00114489775153	0.00141469067532	0.0018013212578	0.00246001633432	0.00115014888072	0.0016430741969	0.00173367975226	0.0027038258592	0.000642939608147	0.00101383834727	0.00231171528355	0.00325371174231	0.00257976635702	0.000954469953482	0.00132393176393	0.00327864104013	0.00192822987883	0.00188688808079	0.00125822048518	0.00143355311125	0.0017929644629	0.00282142217726	0.0022416684187	0.00183290765458	0.0018817586606	0.00260467658734	0.00271837907937	0.001852008905	0.00138288449217	0.00117986618456	0.00158790654176
Cellular_Processes;Transport_and_Catabolism;Endocytosis	0.0	1.70621109465e-07	8.60800101643e-08	8.56458571215e-08	8.62977844856e-08	0.0	0.0	0.0	0.0	7.71994642014e-07	0.0	0.0	0.0	0.0	0.0	8.57279434004e-08	0.0	8.57930412749e-08	0.0	0.0	0.0	0.0	8.59100550933e-07	0.0	0.0	0.0	1.72119128124e-07	0.0	8.59247153422e-08	0.0	0.0	1.69644133261e-07	0.0	4.24448073193e-07	7.68255937807e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57257491081e-07	0.0	0.0	1.53646006941e-06	8.59452673035e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.01677166506e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.69256989742e-06	0.0	0.0	0.0	0.0	0.0	2.47858650827e-06	3.42582665625e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51889401244e-08	0.0	1.97334305248e-06	0.0	0.0
